"Year";"Forest zone";"Canton";"Type of owner";"Forest owners number";"Total forest area";"Productive forest area"
"1985";"Central Plain";"Solothurn";"Private forest";1734;1339;1339
"1985";"Central Plain";"Solothurn";"Public forest";70;10126;9801
"1985";"Central Plain";"Solothurn";">>Federal forest";1;19;19
"1985";"Central Plain";"Solothurn";">>Cantonal forest";1;362;354
"1985";"Central Plain";"Solothurn";">>Municipality forest";0;0;0
"1985";"Central Plain";"Solothurn";">>Bourgeois forest";68;9745;9428
"1985";"Central Plain";"Solothurn";">>Other public forest";0;0;0
"1985";"Central Plain";"Basel-Stadt";"Type of owners - total";0;0;0
"1985";"Central Plain";"Basel-Stadt";"Private forest";0;0;0
"1985";"Central Plain";"Basel-Stadt";"Public forest";0;0;0
"1985";"Central Plain";"Basel-Stadt";">>Federal forest";0;0;0
"1985";"Central Plain";"Basel-Stadt";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Basel-Stadt";">>Municipality forest";0;0;0
"1985";"Central Plain";"Basel-Stadt";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Basel-Stadt";">>Other public forest";0;0;0
"1985";"Central Plain";"Basel-Landschaft";"Type of owners - total";0;0;0
"1985";"Central Plain";"Basel-Landschaft";"Private forest";0;0;0
"1985";"Central Plain";"Basel-Landschaft";"Public forest";0;0;0
"1985";"Central Plain";"Basel-Landschaft";">>Federal forest";0;0;0
"1985";"Central Plain";"Basel-Landschaft";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Basel-Landschaft";">>Municipality forest";0;0;0
"1985";"Central Plain";"Basel-Landschaft";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Basel-Landschaft";">>Other public forest";0;0;0
"1985";"Central Plain";"Schaffhausen";"Type of owners - total";155;339;338
"1985";"Central Plain";"Schaffhausen";"Private forest";153;137;137
"1985";"Central Plain";"Schaffhausen";"Public forest";2;202;201
"1985";"Central Plain";"Schaffhausen";">>Federal forest";0;0;0
"1985";"Central Plain";"Schaffhausen";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Schaffhausen";">>Municipality forest";2;202;201
"1985";"Central Plain";"Schaffhausen";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Schaffhausen";">>Other public forest";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";"Type of owners - total";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";"Type of owners - total";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";"Private forest";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";"Public forest";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1985";"Central Plain";"St. Gallen";"Type of owners - total";6569;10254;10240
"1985";"Central Plain";"St. Gallen";"Private forest";6504;6237;6237
"1985";"Central Plain";"St. Gallen";"Public forest";65;4017;4003
"1985";"Central Plain";"St. Gallen";">>Federal forest";0;0;0
"1985";"Central Plain";"St. Gallen";">>Cantonal forest";1;551;551
"1985";"Central Plain";"St. Gallen";">>Municipality forest";13;160;159
"1985";"Central Plain";"St. Gallen";">>Bourgeois forest";13;2013;2001
"1985";"Central Plain";"St. Gallen";">>Other public forest";38;1293;1292
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";"Type of owners - total";0;0;0
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1985";"Central Plain";"Aargau";"Type of owners - total";9353;33599;32752
"1985";"Central Plain";"Aargau";"Private forest";9172;6013;6013
"1985";"Central Plain";"Aargau";"Public forest";181;27586;26739
"1985";"Central Plain";"Aargau";">>Federal forest";1;45;44
"1985";"Central Plain";"Aargau";">>Cantonal forest";1;1792;1753
"1985";"Central Plain";"Aargau";">>Municipality forest";3;184;153
"1985";"Central Plain";"Aargau";">>Bourgeois forest";159;25109;24345
"1985";"Central Plain";"Aargau";">>Other public forest";17;456;444
"1985";"Central Plain";"Thurgau";"Type of owners - total";8666;19118;19032
"1985";"Central Plain";"Thurgau";"Private forest";8572;10600;10600
"1985";"Central Plain";"Thurgau";"Public forest";94;8518;8432
"1985";"Central Plain";"Thurgau";">>Federal forest";1;191;126
"1985";"Central Plain";"Thurgau";">>Cantonal forest";1;1413;1407
"1985";"Central Plain";"Thurgau";">>Municipality forest";2;51;51
"1985";"Central Plain";"Thurgau";">>Bourgeois forest";73;5880;5866
"1985";"Central Plain";"Thurgau";">>Other public forest";17;983;982
"1985";"Central Plain";"Ticino";"Type of owners - total";0;0;0
"1985";"Central Plain";"Ticino";"Private forest";0;0;0
"1985";"Central Plain";"Ticino";"Public forest";0;0;0
"1985";"Central Plain";"Ticino";">>Federal forest";0;0;0
"1985";"Central Plain";"Ticino";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Ticino";">>Municipality forest";0;0;0
"1985";"Central Plain";"Ticino";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Ticino";">>Other public forest";0;0;0
"1985";"Central Plain";"Vaud";"Type of owners - total";8639;31369;28633
"1985";"Central Plain";"Vaud";"Private forest";8363;8373;8373
"1985";"Central Plain";"Vaud";"Public forest";276;22996;20260
"1985";"Central Plain";"Vaud";">>Federal forest";1;2450;1928
"1985";"Central Plain";"Vaud";">>Cantonal forest";1;2412;1816
"1985";"Central Plain";"Vaud";">>Municipality forest";274;18134;16516
"1985";"Central Plain";"Vaud";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Vaud";">>Other public forest";0;0;0
"1985";"Central Plain";"Valais / Wallis";"Type of owners - total";0;0;0
"1985";"Central Plain";"Valais / Wallis";"Private forest";0;0;0
"1985";"Central Plain";"Valais / Wallis";"Public forest";0;0;0
"1985";"Central Plain";"Valais / Wallis";">>Federal forest";0;0;0
"1985";"Central Plain";"Valais / Wallis";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Valais / Wallis";">>Municipality forest";0;0;0
"1985";"Central Plain";"Valais / Wallis";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Valais / Wallis";">>Other public forest";0;0;0
"1985";"Central Plain";"Neuchâtel";"Type of owners - total";0;0;0
"1985";"Central Plain";"Neuchâtel";"Private forest";0;0;0
"1985";"Central Plain";"Neuchâtel";"Public forest";0;0;0
"1985";"Central Plain";"Neuchâtel";">>Federal forest";0;0;0
"1985";"Central Plain";"Neuchâtel";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Neuchâtel";">>Municipality forest";0;0;0
"1985";"Central Plain";"Neuchâtel";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Neuchâtel";">>Other public forest";0;0;0
"1985";"Central Plain";"Genève";"Type of owners - total";1612;2679;2530
"1985";"Central Plain";"Genève";"Private forest";1586;1343;1343
"1985";"Central Plain";"Genève";"Public forest";26;1336;1187
"1985";"Central Plain";"Genève";">>Federal forest";1;5;4
"1985";"Central Plain";"Genève";">>Cantonal forest";1;1205;1125
"1985";"Central Plain";"Genève";">>Municipality forest";24;126;58
"1985";"Central Plain";"Genève";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Genève";">>Other public forest";0;0;0
"1985";"Central Plain";"Jura";"Type of owners - total";0;0;0
"1985";"Central Plain";"Jura";"Private forest";0;0;0
"1985";"Central Plain";"Jura";"Public forest";0;0;0
"1985";"Central Plain";"Jura";">>Federal forest";0;0;0
"1985";"Central Plain";"Jura";">>Cantonal forest";0;0;0
"1985";"Central Plain";"Jura";">>Municipality forest";0;0;0
"1985";"Central Plain";"Jura";">>Bourgeois forest";0;0;0
"1985";"Central Plain";"Jura";">>Other public forest";0;0;0
"1985";"Prealps";"Switzerland";"Type of owners - total";49700;197699;182886
"1985";"Prealps";"Switzerland";"Private forest";49160;88792;88792
"1985";"Prealps";"Switzerland";"Public forest";540;108907;94094
"1985";"Prealps";"Switzerland";">>Federal forest";1;2957;2283
"1985";"Prealps";"Switzerland";">>Cantonal forest";12;12581;10474
"1985";"Prealps";"Switzerland";">>Municipality forest";166;25449;19971
"1985";"Prealps";"Switzerland";">>Bourgeois forest";102;28628;26204
"1985";"Prealps";"Switzerland";">>Other public forest";259;39292;35162
"1985";"Prealps";"Zürich";"Type of owners - total";1391;2136;2129
"1985";"Prealps";"Zürich";"Private forest";1385;1706;1706
"1985";"Prealps";"Zürich";"Public forest";6;430;423
"1985";"Prealps";"Zürich";">>Federal forest";0;0;0
"1985";"Prealps";"Zürich";">>Cantonal forest";0;0;0
"1985";"Prealps";"Zürich";">>Municipality forest";3;229;227
"1985";"Prealps";"Zürich";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Zürich";">>Other public forest";3;201;196
"1985";"Prealps";"Bern / Berne";"Type of owners - total";12978;55320;53360
"1985";"Prealps";"Bern / Berne";"Private forest";12879;34950;34950
"1985";"Prealps";"Bern / Berne";"Public forest";99;20370;18410
"1985";"Prealps";"Bern / Berne";">>Federal forest";1;1668;1453
"1985";"Prealps";"Bern / Berne";">>Cantonal forest";1;3739;3173
"1985";"Prealps";"Bern / Berne";">>Municipality forest";31;4187;3807
"1985";"Prealps";"Bern / Berne";">>Bourgeois forest";30;6171;5661
"1985";"Prealps";"Bern / Berne";">>Other public forest";36;4605;4316
"1985";"Prealps";"Luzern";"Type of owners - total";4629;21847;21164
"1985";"Prealps";"Luzern";"Private forest";4555;16894;16894
"1985";"Prealps";"Luzern";"Public forest";74;4953;4270
"1985";"Prealps";"Luzern";">>Federal forest";1;424;249
"1985";"Prealps";"Luzern";">>Cantonal forest";1;1635;1211
"1985";"Prealps";"Luzern";">>Municipality forest";16;199;197
"1985";"Prealps";"Luzern";">>Bourgeois forest";12;144;144
"1985";"Prealps";"Luzern";">>Other public forest";44;2551;2469
"1985";"Prealps";"Uri";"Type of owners - total";0;0;0
"1985";"Prealps";"Uri";"Private forest";0;0;0
"1985";"Prealps";"Uri";"Public forest";0;0;0
"1985";"Prealps";"Uri";">>Federal forest";0;0;0
"1985";"Prealps";"Uri";">>Cantonal forest";0;0;0
"1985";"Prealps";"Uri";">>Municipality forest";0;0;0
"1985";"Prealps";"Uri";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Uri";">>Other public forest";0;0;0
"1985";"Prealps";"Schwyz";"Type of owners - total";1998;19243;17465
"1985";"Prealps";"Schwyz";"Private forest";1925;3969;3969
"1985";"Prealps";"Schwyz";"Public forest";73;15274;13496
"1985";"Prealps";"Schwyz";">>Federal forest";1;69;69
"1985";"Prealps";"Schwyz";">>Cantonal forest";1;182;174
"1985";"Prealps";"Schwyz";">>Municipality forest";6;1551;1359
"1985";"Prealps";"Schwyz";">>Bourgeois forest";8;2601;2428
"1985";"Prealps";"Schwyz";">>Other public forest";57;10871;9466
"1985";"Prealps";"Obwalden";"Type of owners - total";1591;16566;14155
"1985";"Prealps";"Obwalden";"Private forest";1570;1275;1275
"1985";"Prealps";"Obwalden";"Public forest";21;15291;12880
"1985";"Prealps";"Obwalden";">>Federal forest";1;448;164
"1985";"Prealps";"Obwalden";">>Cantonal forest";1;19;19
"1985";"Prealps";"Obwalden";">>Municipality forest";1;13;13
"1985";"Prealps";"Obwalden";">>Bourgeois forest";5;7605;6432
"1985";"Prealps";"Obwalden";">>Other public forest";13;7206;6252
"1985";"Prealps";"Nidwalden";"Type of owners - total";611;7765;7092
"1985";"Prealps";"Nidwalden";"Private forest";591;2480;2480
"1985";"Prealps";"Nidwalden";"Public forest";20;5285;4612
"1985";"Prealps";"Nidwalden";">>Federal forest";1;6;6
"1985";"Prealps";"Nidwalden";">>Cantonal forest";1;117;117
"1985";"Prealps";"Nidwalden";">>Municipality forest";1;34;34
"1985";"Prealps";"Nidwalden";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Nidwalden";">>Other public forest";17;5128;4455
"1985";"Prealps";"Glarus";"Type of owners - total";0;0;0
"1985";"Prealps";"Glarus";"Private forest";0;0;0
"1985";"Prealps";"Glarus";"Public forest";0;0;0
"1985";"Prealps";"Glarus";">>Federal forest";0;0;0
"1985";"Prealps";"Glarus";">>Cantonal forest";0;0;0
"1985";"Prealps";"Glarus";">>Municipality forest";0;0;0
"1985";"Prealps";"Glarus";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Glarus";">>Other public forest";0;0;0
"1985";"Prealps";"Zug";"Type of owners - total";457;4817;4552
"1985";"Prealps";"Zug";"Private forest";450;1142;1142
"1985";"Prealps";"Zug";"Public forest";7;3675;3410
"1985";"Prealps";"Zug";">>Federal forest";0;0;0
"1985";"Prealps";"Zug";">>Cantonal forest";1;308;282
"1985";"Prealps";"Zug";">>Municipality forest";0;0;0
"1985";"Prealps";"Zug";">>Bourgeois forest";1;11;11
"1985";"Prealps";"Zug";">>Other public forest";5;3356;3117
"1985";"Prealps";"Fribourg / Freiburg";"Type of owners - total";6377;21268;18384
"1985";"Prealps";"Fribourg / Freiburg";"Private forest";6300;4585;4585
"1985";"Prealps";"Fribourg / Freiburg";"Public forest";77;16683;13799
"1985";"Prealps";"Fribourg / Freiburg";">>Federal forest";1;77;77
"1985";"Prealps";"Fribourg / Freiburg";">>Cantonal forest";1;4182;3665
"1985";"Prealps";"Fribourg / Freiburg";">>Municipality forest";68;12344;9977
"1985";"Prealps";"Fribourg / Freiburg";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Fribourg / Freiburg";">>Other public forest";7;80;80
"1985";"Prealps";"Solothurn";"Type of owners - total";0;0;0
"1985";"Prealps";"Solothurn";"Private forest";0;0;0
"1985";"Prealps";"Solothurn";"Public forest";0;0;0
"1985";"Prealps";"Solothurn";">>Federal forest";0;0;0
"1985";"Prealps";"Solothurn";">>Cantonal forest";0;0;0
"1985";"Prealps";"Solothurn";">>Municipality forest";0;0;0
"1985";"Prealps";"Solothurn";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Solothurn";">>Other public forest";0;0;0
"1985";"Prealps";"Basel-Stadt";"Type of owners - total";0;0;0
"1985";"Prealps";"Basel-Stadt";"Private forest";0;0;0
"1985";"Prealps";"Basel-Stadt";"Public forest";0;0;0
"1985";"Prealps";"Basel-Stadt";">>Federal forest";0;0;0
"1985";"Prealps";"Basel-Stadt";">>Cantonal forest";0;0;0
"1985";"Prealps";"Basel-Stadt";">>Municipality forest";0;0;0
"1985";"Prealps";"Basel-Stadt";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Basel-Stadt";">>Other public forest";0;0;0
"1985";"Prealps";"Basel-Landschaft";"Type of owners - total";0;0;0
"1985";"Prealps";"Basel-Landschaft";"Private forest";0;0;0
"1985";"Prealps";"Basel-Landschaft";"Public forest";0;0;0
"1985";"Prealps";"Basel-Landschaft";">>Federal forest";0;0;0
"1985";"Prealps";"Basel-Landschaft";">>Cantonal forest";0;0;0
"1985";"Prealps";"Basel-Landschaft";">>Municipality forest";0;0;0
"1985";"Prealps";"Basel-Landschaft";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Basel-Landschaft";">>Other public forest";0;0;0
"1985";"Prealps";"Schaffhausen";"Type of owners - total";0;0;0
"1985";"Prealps";"Schaffhausen";"Private forest";0;0;0
"1985";"Prealps";"Schaffhausen";"Public forest";0;0;0
"1985";"Prealps";"Schaffhausen";">>Federal forest";0;0;0
"1985";"Prealps";"Schaffhausen";">>Cantonal forest";0;0;0
"1985";"Prealps";"Schaffhausen";">>Municipality forest";0;0;0
"1985";"Prealps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Schaffhausen";">>Other public forest";0;0;0
"1985";"Prealps";"Appenzell Ausserrhoden";"Type of owners - total";4048;6186;6161
"1985";"Prealps";"Appenzell Ausserrhoden";"Private forest";4023;4650;4650
"1985";"Prealps";"Appenzell Ausserrhoden";"Public forest";25;1536;1511
"1985";"Prealps";"Appenzell Ausserrhoden";">>Federal forest";1;179;179
"1985";"Prealps";"Appenzell Ausserrhoden";">>Cantonal forest";1;347;328
"1985";"Prealps";"Appenzell Ausserrhoden";">>Municipality forest";21;997;991
"1985";"Prealps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Appenzell Ausserrhoden";">>Other public forest";2;13;13
"1985";"Prealps";"Appenzell Innerrhoden";"Type of owners - total";1676;4408;4200
"1985";"Prealps";"Appenzell Innerrhoden";"Private forest";1650;2359;2359
"1985";"Prealps";"Appenzell Innerrhoden";"Public forest";26;2049;1841
"1985";"Prealps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1985";"Prealps";"Appenzell Innerrhoden";">>Cantonal forest";1;61;61
"1985";"Prealps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1985";"Prealps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Appenzell Innerrhoden";">>Other public forest";25;1988;1780
"1985";"Prealps";"St. Gallen";"Type of owners - total";8710;26152;25227
"1985";"Prealps";"St. Gallen";"Private forest";8605;9555;9555
"1985";"Prealps";"St. Gallen";"Public forest";105;16597;15672
"1985";"Prealps";"St. Gallen";">>Federal forest";1;86;86
"1985";"Prealps";"St. Gallen";">>Cantonal forest";1;899;823
"1985";"Prealps";"St. Gallen";">>Municipality forest";7;223;217
"1985";"Prealps";"St. Gallen";">>Bourgeois forest";46;12096;11528
"1985";"Prealps";"St. Gallen";">>Other public forest";50;3293;3018
"1985";"Prealps";"Graubünden / Grigioni / Grischun";"Type of owners - total";0;0;0
"1985";"Prealps";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1985";"Prealps";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1985";"Prealps";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1985";"Prealps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1985";"Prealps";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1985";"Prealps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1985";"Prealps";"Aargau";"Type of owners - total";0;0;0
"1985";"Prealps";"Aargau";"Private forest";0;0;0
"1985";"Prealps";"Aargau";"Public forest";0;0;0
"1985";"Prealps";"Aargau";">>Federal forest";0;0;0
"1985";"Prealps";"Aargau";">>Cantonal forest";0;0;0
"1985";"Prealps";"Aargau";">>Municipality forest";0;0;0
"1985";"Prealps";"Aargau";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Aargau";">>Other public forest";0;0;0
"1985";"Prealps";"Thurgau";"Type of owners - total";0;0;0
"1985";"Prealps";"Thurgau";"Private forest";0;0;0
"1985";"Prealps";"Thurgau";"Public forest";0;0;0
"1985";"Prealps";"Thurgau";">>Federal forest";0;0;0
"1985";"Prealps";"Thurgau";">>Cantonal forest";0;0;0
"1985";"Prealps";"Thurgau";">>Municipality forest";0;0;0
"1985";"Prealps";"Thurgau";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Thurgau";">>Other public forest";0;0;0
"1985";"Prealps";"Ticino";"Type of owners - total";0;0;0
"1985";"Prealps";"Ticino";"Private forest";0;0;0
"1985";"Prealps";"Ticino";"Public forest";0;0;0
"1985";"Prealps";"Ticino";">>Federal forest";0;0;0
"1985";"Prealps";"Ticino";">>Cantonal forest";0;0;0
"1985";"Prealps";"Ticino";">>Municipality forest";0;0;0
"1985";"Prealps";"Ticino";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Ticino";">>Other public forest";0;0;0
"1985";"Prealps";"Vaud";"Type of owners - total";5240;11991;8997
"1985";"Prealps";"Vaud";"Private forest";5227;5227;5227
"1985";"Prealps";"Vaud";"Public forest";13;6764;3770
"1985";"Prealps";"Vaud";">>Federal forest";0;0;0
"1985";"Prealps";"Vaud";">>Cantonal forest";1;1092;621
"1985";"Prealps";"Vaud";">>Municipality forest";12;5672;3149
"1985";"Prealps";"Vaud";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Vaud";">>Other public forest";0;0;0
"1985";"Prealps";"Valais / Wallis";"Type of owners - total";0;0;0
"1985";"Prealps";"Valais / Wallis";"Private forest";0;0;0
"1985";"Prealps";"Valais / Wallis";"Public forest";0;0;0
"1985";"Prealps";"Valais / Wallis";">>Federal forest";0;0;0
"1985";"Prealps";"Valais / Wallis";">>Cantonal forest";0;0;0
"1985";"Prealps";"Valais / Wallis";">>Municipality forest";0;0;0
"1985";"Prealps";"Valais / Wallis";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Valais / Wallis";">>Other public forest";0;0;0
"1985";"Prealps";"Neuchâtel";"Type of owners - total";0;0;0
"1985";"Prealps";"Neuchâtel";"Private forest";0;0;0
"1985";"Prealps";"Neuchâtel";"Public forest";0;0;0
"1985";"Prealps";"Neuchâtel";">>Federal forest";0;0;0
"1985";"Prealps";"Neuchâtel";">>Cantonal forest";0;0;0
"1985";"Prealps";"Neuchâtel";">>Municipality forest";0;0;0
"1985";"Prealps";"Neuchâtel";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Neuchâtel";">>Other public forest";0;0;0
"1985";"Prealps";"Genève";"Type of owners - total";0;0;0
"1985";"Prealps";"Genève";"Private forest";0;0;0
"1985";"Prealps";"Genève";"Public forest";0;0;0
"1985";"Prealps";"Genève";">>Federal forest";0;0;0
"1985";"Prealps";"Genève";">>Cantonal forest";0;0;0
"1985";"Prealps";"Genève";">>Municipality forest";0;0;0
"1985";"Prealps";"Genève";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Genève";">>Other public forest";0;0;0
"1985";"Prealps";"Jura";"Type of owners - total";0;0;0
"1985";"Prealps";"Jura";"Private forest";0;0;0
"1985";"Prealps";"Jura";"Public forest";0;0;0
"1985";"Prealps";"Jura";">>Federal forest";0;0;0
"1985";"Prealps";"Jura";">>Cantonal forest";0;0;0
"1985";"Prealps";"Jura";">>Municipality forest";0;0;0
"1985";"Prealps";"Jura";">>Bourgeois forest";0;0;0
"1985";"Prealps";"Jura";">>Other public forest";0;0;0
"1985";"Alps";"Switzerland";"Type of owners - total";46967;368157;293313
"1985";"Alps";"Switzerland";"Private forest";46301;53253;53253
"1985";"Alps";"Switzerland";"Public forest";666;314904;240060
"1985";"Alps";"Switzerland";">>Federal forest";1;1444;1040
"1985";"Alps";"Switzerland";">>Cantonal forest";9;6602;4531
"1985";"Alps";"Switzerland";">>Municipality forest";236;144563;107952
"1985";"Alps";"Switzerland";">>Bourgeois forest";251;138215;107916
"1985";"Alps";"Switzerland";">>Other public forest";169;24080;18621
"1985";"Alps";"Zürich";"Type of owners - total";0;0;0
"1985";"Alps";"Zürich";"Private forest";0;0;0
"1985";"Alps";"Zürich";"Public forest";0;0;0
"1985";"Alps";"Zürich";">>Federal forest";0;0;0
"1985";"Alps";"Zürich";">>Cantonal forest";0;0;0
"1985";"Alps";"Zürich";">>Municipality forest";0;0;0
"1985";"Alps";"Zürich";">>Bourgeois forest";0;0;0
"1985";"Alps";"Zürich";">>Other public forest";0;0;0
"1985";"Alps";"Bern / Berne";"Type of owners - total";7901;33418;30960
"1985";"Alps";"Bern / Berne";"Private forest";7838;19968;19968
"1985";"Alps";"Bern / Berne";"Public forest";63;13450;10992
"1985";"Alps";"Bern / Berne";">>Federal forest";0;0;0
"1985";"Alps";"Bern / Berne";">>Cantonal forest";1;1545;901
"1985";"Alps";"Bern / Berne";">>Municipality forest";16;3909;3481
"1985";"Alps";"Bern / Berne";">>Bourgeois forest";17;2956;2508
"1985";"Alps";"Bern / Berne";">>Other public forest";29;5040;4102
"1985";"Alps";"Luzern";"Type of owners - total";1;1040;856
"1985";"Alps";"Luzern";"Private forest";0;0;0
"1985";"Alps";"Luzern";"Public forest";1;1040;856
"1985";"Alps";"Luzern";">>Federal forest";1;1040;856
"1985";"Alps";"Luzern";">>Cantonal forest";0;0;0
"1985";"Alps";"Luzern";">>Municipality forest";0;0;0
"1985";"Alps";"Luzern";">>Bourgeois forest";0;0;0
"1985";"Alps";"Luzern";">>Other public forest";0;0;0
"1985";"Alps";"Uri";"Type of owners - total";1175;18337;11974
"1985";"Alps";"Uri";"Private forest";1150;1382;1382
"1985";"Alps";"Uri";"Public forest";25;16955;10592
"1985";"Alps";"Uri";">>Federal forest";0;0;0
"1985";"Alps";"Uri";">>Cantonal forest";1;146;109
"1985";"Alps";"Uri";">>Municipality forest";0;0;0
"1985";"Alps";"Uri";">>Bourgeois forest";22;15510;10157
"1985";"Alps";"Uri";">>Other public forest";2;1299;326
"1985";"Alps";"Schwyz";"Type of owners - total";894;6827;6229
"1985";"Alps";"Schwyz";"Private forest";877;1385;1385
"1985";"Alps";"Schwyz";"Public forest";17;5442;4844
"1985";"Alps";"Schwyz";">>Federal forest";0;0;0
"1985";"Alps";"Schwyz";">>Cantonal forest";0;0;0
"1985";"Alps";"Schwyz";">>Municipality forest";0;0;0
"1985";"Alps";"Schwyz";">>Bourgeois forest";1;10;10
"1985";"Alps";"Schwyz";">>Other public forest";16;5432;4834
"1985";"Alps";"Obwalden";"Type of owners - total";232;1611;1362
"1985";"Alps";"Obwalden";"Private forest";231;912;912
"1985";"Alps";"Obwalden";"Public forest";1;699;450
"1985";"Alps";"Obwalden";">>Federal forest";0;0;0
"1985";"Alps";"Obwalden";">>Cantonal forest";0;0;0
"1985";"Alps";"Obwalden";">>Municipality forest";0;0;0
"1985";"Alps";"Obwalden";">>Bourgeois forest";1;699;450
"1985";"Alps";"Obwalden";">>Other public forest";0;0;0
"1985";"Alps";"Nidwalden";"Type of owners - total";0;0;0
"1985";"Alps";"Nidwalden";"Private forest";0;0;0
"1985";"Alps";"Nidwalden";"Public forest";0;0;0
"1985";"Alps";"Nidwalden";">>Federal forest";0;0;0
"1985";"Alps";"Nidwalden";">>Cantonal forest";0;0;0
"1985";"Alps";"Nidwalden";">>Municipality forest";0;0;0
"1985";"Alps";"Nidwalden";">>Bourgeois forest";0;0;0
"1985";"Alps";"Nidwalden";">>Other public forest";0;0;0
"1985";"Alps";"Glarus";"Type of owners - total";1456;17440;14647
"1985";"Alps";"Glarus";"Private forest";1418;1515;1515
"1985";"Alps";"Glarus";"Public forest";38;15925;13132
"1985";"Alps";"Glarus";">>Federal forest";1;131;93
"1985";"Alps";"Glarus";">>Cantonal forest";1;86;80
"1985";"Alps";"Glarus";">>Municipality forest";1;54;48
"1985";"Alps";"Glarus";">>Bourgeois forest";31;15427;12692
"1985";"Alps";"Glarus";">>Other public forest";4;227;219
"1985";"Alps";"Zug";"Type of owners - total";0;0;0
