"Year";"Forest zone";"Canton";"Type of owner";"Forest owners number";"Total forest area";"Productive forest area"
"1994";"Central Plain";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1994";"Central Plain";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1994";"Central Plain";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1994";"Central Plain";"St. Gallen";"Type of owners - total";6829;10329;10315
"1994";"Central Plain";"St. Gallen";"Private forest";6794;6394;6394
"1994";"Central Plain";"St. Gallen";"Public forest";35;3935;3921
"1994";"Central Plain";"St. Gallen";">>Federal forest";1;155;155
"1994";"Central Plain";"St. Gallen";">>Cantonal forest";1;536;536
"1994";"Central Plain";"St. Gallen";">>Municipality forest";5;87;87
"1994";"Central Plain";"St. Gallen";">>Bourgeois forest";10;2035;2024
"1994";"Central Plain";"St. Gallen";">>Other public forest";18;1122;1119
"1994";"Central Plain";"Graubünden / Grigioni / Grischun";"Type of owners - total";8;264;230
"1994";"Central Plain";"Graubünden / Grigioni / Grischun";"Private forest";7;90;90
"1994";"Central Plain";"Graubünden / Grigioni / Grischun";"Public forest";1;174;140
"1994";"Central Plain";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1994";"Central Plain";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1994";"Central Plain";"Graubünden / Grigioni / Grischun";">>Municipality forest";1;174;140
"1994";"Central Plain";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1994";"Central Plain";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1994";"Central Plain";"Aargau";"Type of owners - total";9477;33747;32890
"1994";"Central Plain";"Aargau";"Private forest";9296;5950;5950
"1994";"Central Plain";"Aargau";"Public forest";181;27797;26940
"1994";"Central Plain";"Aargau";">>Federal forest";1;174;173
"1994";"Central Plain";"Aargau";">>Cantonal forest";1;1790;1759
"1994";"Central Plain";"Aargau";">>Municipality forest";4;447;413
"1994";"Central Plain";"Aargau";">>Bourgeois forest";158;25019;24240
"1994";"Central Plain";"Aargau";">>Other public forest";17;367;355
"1994";"Central Plain";"Thurgau";"Type of owners - total";8964;19298;19202
"1994";"Central Plain";"Thurgau";"Private forest";8869;10636;10636
"1994";"Central Plain";"Thurgau";"Public forest";95;8662;8566
"1994";"Central Plain";"Thurgau";">>Federal forest";1;218;145
"1994";"Central Plain";"Thurgau";">>Cantonal forest";1;1426;1425
"1994";"Central Plain";"Thurgau";">>Municipality forest";5;287;287
"1994";"Central Plain";"Thurgau";">>Bourgeois forest";68;5657;5638
"1994";"Central Plain";"Thurgau";">>Other public forest";20;1074;1071
"1994";"Central Plain";"Ticino";"Type of owners - total";0;0;0
"1994";"Central Plain";"Ticino";"Private forest";0;0;0
"1994";"Central Plain";"Ticino";"Public forest";0;0;0
"1994";"Central Plain";"Ticino";">>Federal forest";0;0;0
"1994";"Central Plain";"Ticino";">>Cantonal forest";0;0;0
"1994";"Central Plain";"Ticino";">>Municipality forest";0;0;0
"1994";"Central Plain";"Ticino";">>Bourgeois forest";0;0;0
"1994";"Central Plain";"Ticino";">>Other public forest";0;0;0
"1994";"Central Plain";"Vaud";"Type of owners - total";9694;29364;27907
"1994";"Central Plain";"Vaud";"Private forest";9415;8286;8286
"1994";"Central Plain";"Vaud";"Public forest";279;21078;19621
"1994";"Central Plain";"Vaud";">>Federal forest";1;489;364
"1994";"Central Plain";"Vaud";">>Cantonal forest";1;2154;1918
"1994";"Central Plain";"Vaud";">>Municipality forest";276;18407;17311
"1994";"Central Plain";"Vaud";">>Bourgeois forest";0;0;0
"1994";"Central Plain";"Vaud";">>Other public forest";1;28;28
"1994";"Central Plain";"Valais / Wallis";"Type of owners - total";0;0;0
"1994";"Central Plain";"Valais / Wallis";"Private forest";0;0;0
"1994";"Central Plain";"Valais / Wallis";"Public forest";0;0;0
"1994";"Central Plain";"Valais / Wallis";">>Federal forest";0;0;0
"1994";"Central Plain";"Valais / Wallis";">>Cantonal forest";0;0;0
"1994";"Central Plain";"Valais / Wallis";">>Municipality forest";0;0;0
"1994";"Central Plain";"Valais / Wallis";">>Bourgeois forest";0;0;0
"1994";"Central Plain";"Valais / Wallis";">>Other public forest";0;0;0
"1994";"Central Plain";"Neuchâtel";"Type of owners - total";0;0;0
"1994";"Central Plain";"Neuchâtel";"Private forest";0;0;0
"1994";"Central Plain";"Neuchâtel";"Public forest";0;0;0
"1994";"Central Plain";"Neuchâtel";">>Federal forest";0;0;0
"1994";"Central Plain";"Neuchâtel";">>Cantonal forest";0;0;0
"1994";"Central Plain";"Neuchâtel";">>Municipality forest";0;0;0
"1994";"Central Plain";"Neuchâtel";">>Bourgeois forest";0;0;0
"1994";"Central Plain";"Neuchâtel";">>Other public forest";0;0;0
"1994";"Central Plain";"Genève";"Type of owners - total";1613;3006;2782
"1994";"Central Plain";"Genève";"Private forest";1587;1425;1425
"1994";"Central Plain";"Genève";"Public forest";26;1581;1357
"1994";"Central Plain";"Genève";">>Federal forest";1;29;23
"1994";"Central Plain";"Genève";">>Cantonal forest";1;1350;1175
"1994";"Central Plain";"Genève";">>Municipality forest";24;202;159
"1994";"Central Plain";"Genève";">>Bourgeois forest";0;0;0
"1994";"Central Plain";"Genève";">>Other public forest";0;0;0
"1994";"Central Plain";"Jura";"Type of owners - total";0;0;0
"1994";"Central Plain";"Jura";"Private forest";0;0;0
"1994";"Central Plain";"Jura";"Public forest";0;0;0
"1994";"Central Plain";"Jura";">>Federal forest";0;0;0
"1994";"Central Plain";"Jura";">>Cantonal forest";0;0;0
"1994";"Central Plain";"Jura";">>Municipality forest";0;0;0
"1994";"Central Plain";"Jura";">>Bourgeois forest";0;0;0
"1994";"Central Plain";"Jura";">>Other public forest";0;0;0
"1994";"Prealps";"Switzerland";"Type of owners - total";50478;202525;188615
"1994";"Prealps";"Switzerland";"Private forest";49958;94875;94875
"1994";"Prealps";"Switzerland";"Public forest";520;107650;93740
"1994";"Prealps";"Switzerland";">>Federal forest";1;1783;1116
"1994";"Prealps";"Switzerland";">>Cantonal forest";12;12578;10651
"1994";"Prealps";"Switzerland";">>Municipality forest";163;23877;19492
"1994";"Prealps";"Switzerland";">>Bourgeois forest";89;21592;19955
"1994";"Prealps";"Switzerland";">>Other public forest";255;47820;42526
"1994";"Prealps";"Zürich";"Type of owners - total";308;831;807
"1994";"Prealps";"Zürich";"Private forest";302;381;381
"1994";"Prealps";"Zürich";"Public forest";6;450;426
"1994";"Prealps";"Zürich";">>Federal forest";0;0;0
"1994";"Prealps";"Zürich";">>Cantonal forest";0;0;0
"1994";"Prealps";"Zürich";">>Municipality forest";3;247;228
"1994";"Prealps";"Zürich";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Zürich";">>Other public forest";3;203;198
"1994";"Prealps";"Bern / Berne";"Type of owners - total";13129;54497;52763
"1994";"Prealps";"Bern / Berne";"Private forest";13029;35398;35398
"1994";"Prealps";"Bern / Berne";"Public forest";100;19099;17365
"1994";"Prealps";"Bern / Berne";">>Federal forest";1;558;398
"1994";"Prealps";"Bern / Berne";">>Cantonal forest";1;3704;3207
"1994";"Prealps";"Bern / Berne";">>Municipality forest";32;4001;3685
"1994";"Prealps";"Bern / Berne";">>Bourgeois forest";31;6250;5764
"1994";"Prealps";"Bern / Berne";">>Other public forest";35;4586;4311
"1994";"Prealps";"Luzern";"Type of owners - total";4633;22828;22346
"1994";"Prealps";"Luzern";"Private forest";4563;17791;17791
"1994";"Prealps";"Luzern";"Public forest";70;5037;4555
"1994";"Prealps";"Luzern";">>Federal forest";1;454;279
"1994";"Prealps";"Luzern";">>Cantonal forest";1;1635;1411
"1994";"Prealps";"Luzern";">>Municipality forest";17;328;327
"1994";"Prealps";"Luzern";">>Bourgeois forest";9;83;83
"1994";"Prealps";"Luzern";">>Other public forest";42;2537;2455
"1994";"Prealps";"Uri";"Type of owners - total";0;0;0
"1994";"Prealps";"Uri";"Private forest";0;0;0
"1994";"Prealps";"Uri";"Public forest";0;0;0
"1994";"Prealps";"Uri";">>Federal forest";0;0;0
"1994";"Prealps";"Uri";">>Cantonal forest";0;0;0
"1994";"Prealps";"Uri";">>Municipality forest";0;0;0
"1994";"Prealps";"Uri";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Uri";">>Other public forest";0;0;0
"1994";"Prealps";"Schwyz";"Type of owners - total";2190;19615;17927
"1994";"Prealps";"Schwyz";"Private forest";2116;4312;4312
"1994";"Prealps";"Schwyz";"Public forest";74;15303;13615
"1994";"Prealps";"Schwyz";">>Federal forest";1;69;69
"1994";"Prealps";"Schwyz";">>Cantonal forest";1;182;174
"1994";"Prealps";"Schwyz";">>Municipality forest";4;150;148
"1994";"Prealps";"Schwyz";">>Bourgeois forest";2;718;667
"1994";"Prealps";"Schwyz";">>Other public forest";66;14184;12557
"1994";"Prealps";"Obwalden";"Type of owners - total";1590;16585;13765
"1994";"Prealps";"Obwalden";"Private forest";1570;1275;1275
"1994";"Prealps";"Obwalden";"Public forest";20;15310;12490
"1994";"Prealps";"Obwalden";">>Federal forest";1;469;185
"1994";"Prealps";"Obwalden";">>Cantonal forest";1;19;19
"1994";"Prealps";"Obwalden";">>Municipality forest";1;13;13
"1994";"Prealps";"Obwalden";">>Bourgeois forest";1;2645;2027
"1994";"Prealps";"Obwalden";">>Other public forest";16;12164;10246
"1994";"Prealps";"Nidwalden";"Type of owners - total";591;7759;7080
"1994";"Prealps";"Nidwalden";"Private forest";571;2453;2453
"1994";"Prealps";"Nidwalden";"Public forest";20;5306;4627
"1994";"Prealps";"Nidwalden";">>Federal forest";1;27;21
"1994";"Prealps";"Nidwalden";">>Cantonal forest";1;117;117
"1994";"Prealps";"Nidwalden";">>Municipality forest";1;34;34
"1994";"Prealps";"Nidwalden";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Nidwalden";">>Other public forest";17;5128;4455
"1994";"Prealps";"Glarus";"Type of owners - total";0;0;0
"1994";"Prealps";"Glarus";"Private forest";0;0;0
"1994";"Prealps";"Glarus";"Public forest";0;0;0
"1994";"Prealps";"Glarus";">>Federal forest";0;0;0
"1994";"Prealps";"Glarus";">>Cantonal forest";0;0;0
"1994";"Prealps";"Glarus";">>Municipality forest";0;0;0
"1994";"Prealps";"Glarus";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Glarus";">>Other public forest";0;0;0
"1994";"Prealps";"Zug";"Type of owners - total";458;4834;4569
"1994";"Prealps";"Zug";"Private forest";450;1152;1152
"1994";"Prealps";"Zug";"Public forest";8;3682;3417
"1994";"Prealps";"Zug";">>Federal forest";1;7;7
"1994";"Prealps";"Zug";">>Cantonal forest";1;308;282
"1994";"Prealps";"Zug";">>Municipality forest";0;0;0
"1994";"Prealps";"Zug";">>Bourgeois forest";1;11;11
"1994";"Prealps";"Zug";">>Other public forest";5;3356;3117
"1994";"Prealps";"Fribourg / Freiburg";"Type of owners - total";6377;23846;21658
"1994";"Prealps";"Fribourg / Freiburg";"Private forest";6300;7400;7400
"1994";"Prealps";"Fribourg / Freiburg";"Public forest";77;16446;14258
"1994";"Prealps";"Fribourg / Freiburg";">>Federal forest";1;99;64
"1994";"Prealps";"Fribourg / Freiburg";">>Cantonal forest";1;4132;3625
"1994";"Prealps";"Fribourg / Freiburg";">>Municipality forest";67;12132;10486
"1994";"Prealps";"Fribourg / Freiburg";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Fribourg / Freiburg";">>Other public forest";8;83;83
"1994";"Prealps";"Solothurn";"Type of owners - total";0;0;0
"1994";"Prealps";"Solothurn";"Private forest";0;0;0
"1994";"Prealps";"Solothurn";"Public forest";0;0;0
"1994";"Prealps";"Solothurn";">>Federal forest";0;0;0
"1994";"Prealps";"Solothurn";">>Cantonal forest";0;0;0
"1994";"Prealps";"Solothurn";">>Municipality forest";0;0;0
"1994";"Prealps";"Solothurn";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Solothurn";">>Other public forest";0;0;0
"1994";"Prealps";"Basel-Stadt";"Type of owners - total";0;0;0
"1994";"Prealps";"Basel-Stadt";"Private forest";0;0;0
"1994";"Prealps";"Basel-Stadt";"Public forest";0;0;0
"1994";"Prealps";"Basel-Stadt";">>Federal forest";0;0;0
"1994";"Prealps";"Basel-Stadt";">>Cantonal forest";0;0;0
"1994";"Prealps";"Basel-Stadt";">>Municipality forest";0;0;0
"1994";"Prealps";"Basel-Stadt";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Basel-Stadt";">>Other public forest";0;0;0
"1994";"Prealps";"Basel-Landschaft";"Type of owners - total";0;0;0
"1994";"Prealps";"Basel-Landschaft";"Private forest";0;0;0
"1994";"Prealps";"Basel-Landschaft";"Public forest";0;0;0
"1994";"Prealps";"Basel-Landschaft";">>Federal forest";0;0;0
"1994";"Prealps";"Basel-Landschaft";">>Cantonal forest";0;0;0
"1994";"Prealps";"Basel-Landschaft";">>Municipality forest";0;0;0
"1994";"Prealps";"Basel-Landschaft";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Basel-Landschaft";">>Other public forest";0;0;0
"1994";"Prealps";"Schaffhausen";"Type of owners - total";0;0;0
"1994";"Prealps";"Schaffhausen";"Private forest";0;0;0
"1994";"Prealps";"Schaffhausen";"Public forest";0;0;0
"1994";"Prealps";"Schaffhausen";">>Federal forest";0;0;0
"1994";"Prealps";"Schaffhausen";">>Cantonal forest";0;0;0
"1994";"Prealps";"Schaffhausen";">>Municipality forest";0;0;0
"1994";"Prealps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Schaffhausen";">>Other public forest";0;0;0
"1994";"Prealps";"Appenzell Ausserrhoden";"Type of owners - total";4263;7018;6721
"1994";"Prealps";"Appenzell Ausserrhoden";"Private forest";4239;5485;5485
"1994";"Prealps";"Appenzell Ausserrhoden";"Public forest";24;1533;1236
"1994";"Prealps";"Appenzell Ausserrhoden";">>Federal forest";1;26;26
"1994";"Prealps";"Appenzell Ausserrhoden";">>Cantonal forest";1;412;197
"1994";"Prealps";"Appenzell Ausserrhoden";">>Municipality forest";21;1086;1004
"1994";"Prealps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Appenzell Ausserrhoden";">>Other public forest";1;9;9
"1994";"Prealps";"Appenzell Innerrhoden";"Type of owners - total";2497;5196;5004
"1994";"Prealps";"Appenzell Innerrhoden";"Private forest";2471;3128;3128
"1994";"Prealps";"Appenzell Innerrhoden";"Public forest";26;2068;1876
"1994";"Prealps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1994";"Prealps";"Appenzell Innerrhoden";">>Cantonal forest";1;66;60
"1994";"Prealps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1994";"Prealps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Appenzell Innerrhoden";">>Other public forest";25;2002;1816
"1994";"Prealps";"St. Gallen";"Type of owners - total";9121;27520;26672
"1994";"Prealps";"St. Gallen";"Private forest";9031;10879;10879
"1994";"Prealps";"St. Gallen";"Public forest";90;16641;15793
"1994";"Prealps";"St. Gallen";">>Federal forest";1;74;67
"1994";"Prealps";"St. Gallen";">>Cantonal forest";1;900;836
"1994";"Prealps";"St. Gallen";">>Municipality forest";6;214;208
"1994";"Prealps";"St. Gallen";">>Bourgeois forest";45;11885;11403
"1994";"Prealps";"St. Gallen";">>Other public forest";37;3568;3279
"1994";"Prealps";"Graubünden / Grigioni / Grischun";"Type of owners - total";0;0;0
"1994";"Prealps";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1994";"Prealps";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1994";"Prealps";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1994";"Prealps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1994";"Prealps";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1994";"Prealps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1994";"Prealps";"Aargau";"Type of owners - total";0;0;0
"1994";"Prealps";"Aargau";"Private forest";0;0;0
"1994";"Prealps";"Aargau";"Public forest";0;0;0
"1994";"Prealps";"Aargau";">>Federal forest";0;0;0
"1994";"Prealps";"Aargau";">>Cantonal forest";0;0;0
"1994";"Prealps";"Aargau";">>Municipality forest";0;0;0
"1994";"Prealps";"Aargau";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Aargau";">>Other public forest";0;0;0
"1994";"Prealps";"Thurgau";"Type of owners - total";0;0;0
"1994";"Prealps";"Thurgau";"Private forest";0;0;0
"1994";"Prealps";"Thurgau";"Public forest";0;0;0
"1994";"Prealps";"Thurgau";">>Federal forest";0;0;0
"1994";"Prealps";"Thurgau";">>Cantonal forest";0;0;0
"1994";"Prealps";"Thurgau";">>Municipality forest";0;0;0
"1994";"Prealps";"Thurgau";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Thurgau";">>Other public forest";0;0;0
"1994";"Prealps";"Ticino";"Type of owners - total";0;0;0
"1994";"Prealps";"Ticino";"Private forest";0;0;0
"1994";"Prealps";"Ticino";"Public forest";0;0;0
"1994";"Prealps";"Ticino";">>Federal forest";0;0;0
"1994";"Prealps";"Ticino";">>Cantonal forest";0;0;0
"1994";"Prealps";"Ticino";">>Municipality forest";0;0;0
"1994";"Prealps";"Ticino";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Ticino";">>Other public forest";0;0;0
"1994";"Prealps";"Vaud";"Type of owners - total";5328;11996;9303
"1994";"Prealps";"Vaud";"Private forest";5316;5221;5221
"1994";"Prealps";"Vaud";"Public forest";12;6775;4082
"1994";"Prealps";"Vaud";">>Federal forest";0;0;0
"1994";"Prealps";"Vaud";">>Cantonal forest";1;1103;723
"1994";"Prealps";"Vaud";">>Municipality forest";11;5672;3359
"1994";"Prealps";"Vaud";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Vaud";">>Other public forest";0;0;0
"1994";"Prealps";"Valais / Wallis";"Type of owners - total";0;0;0
"1994";"Prealps";"Valais / Wallis";"Private forest";0;0;0
"1994";"Prealps";"Valais / Wallis";"Public forest";0;0;0
"1994";"Prealps";"Valais / Wallis";">>Federal forest";0;0;0
"1994";"Prealps";"Valais / Wallis";">>Cantonal forest";0;0;0
"1994";"Prealps";"Valais / Wallis";">>Municipality forest";0;0;0
"1994";"Prealps";"Valais / Wallis";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Valais / Wallis";">>Other public forest";0;0;0
"1994";"Prealps";"Neuchâtel";"Type of owners - total";0;0;0
"1994";"Prealps";"Neuchâtel";"Private forest";0;0;0
"1994";"Prealps";"Neuchâtel";"Public forest";0;0;0
"1994";"Prealps";"Neuchâtel";">>Federal forest";0;0;0
"1994";"Prealps";"Neuchâtel";">>Cantonal forest";0;0;0
"1994";"Prealps";"Neuchâtel";">>Municipality forest";0;0;0
"1994";"Prealps";"Neuchâtel";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Neuchâtel";">>Other public forest";0;0;0
"1994";"Prealps";"Genève";"Type of owners - total";0;0;0
"1994";"Prealps";"Genève";"Private forest";0;0;0
"1994";"Prealps";"Genève";"Public forest";0;0;0
"1994";"Prealps";"Genève";">>Federal forest";0;0;0
"1994";"Prealps";"Genève";">>Cantonal forest";0;0;0
"1994";"Prealps";"Genève";">>Municipality forest";0;0;0
"1994";"Prealps";"Genève";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Genève";">>Other public forest";0;0;0
"1994";"Prealps";"Jura";"Type of owners - total";0;0;0
"1994";"Prealps";"Jura";"Private forest";0;0;0
"1994";"Prealps";"Jura";"Public forest";0;0;0
"1994";"Prealps";"Jura";">>Federal forest";0;0;0
"1994";"Prealps";"Jura";">>Cantonal forest";0;0;0
"1994";"Prealps";"Jura";">>Municipality forest";0;0;0
"1994";"Prealps";"Jura";">>Bourgeois forest";0;0;0
"1994";"Prealps";"Jura";">>Other public forest";0;0;0
"1994";"Alps";"Switzerland";"Type of owners - total";48087;378094;305211
"1994";"Alps";"Switzerland";"Private forest";47414;54628;54628
"1994";"Alps";"Switzerland";"Public forest";673;323466;250583
"1994";"Alps";"Switzerland";">>Federal forest";1;2970;2189
"1994";"Alps";"Switzerland";">>Cantonal forest";9;6186;5057
"1994";"Alps";"Switzerland";">>Municipality forest";240;147857;111778
"1994";"Alps";"Switzerland";">>Bourgeois forest";253;142304;112616
"1994";"Alps";"Switzerland";">>Other public forest";170;24149;18943
"1994";"Alps";"Zürich";"Type of owners - total";0;0;0
"1994";"Alps";"Zürich";"Private forest";0;0;0
"1994";"Alps";"Zürich";"Public forest";0;0;0
"1994";"Alps";"Zürich";">>Federal forest";0;0;0
"1994";"Alps";"Zürich";">>Cantonal forest";0;0;0
"1994";"Alps";"Zürich";">>Municipality forest";0;0;0
"1994";"Alps";"Zürich";">>Bourgeois forest";0;0;0
"1994";"Alps";"Zürich";">>Other public forest";0;0;0
"1994";"Alps";"Bern / Berne";"Type of owners - total";9007;34558;32352
"1994";"Alps";"Bern / Berne";"Private forest";8944;21142;21142
"1994";"Alps";"Bern / Berne";"Public forest";63;13416;11210
"1994";"Alps";"Bern / Berne";">>Federal forest";1;33;33
"1994";"Alps";"Bern / Berne";">>Cantonal forest";1;1141;967
"1994";"Alps";"Bern / Berne";">>Municipality forest";16;4050;3566
"1994";"Alps";"Bern / Berne";">>Bourgeois forest";17;3077;2482
"1994";"Alps";"Bern / Berne";">>Other public forest";28;5115;4162
"1994";"Alps";"Luzern";"Type of owners - total";0;0;0
"1994";"Alps";"Luzern";"Private forest";0;0;0
"1994";"Alps";"Luzern";"Public forest";0;0;0
"1994";"Alps";"Luzern";">>Federal forest";0;0;0
"1994";"Alps";"Luzern";">>Cantonal forest";0;0;0
"1994";"Alps";"Luzern";">>Municipality forest";0;0;0
"1994";"Alps";"Luzern";">>Bourgeois forest";0;0;0
"1994";"Alps";"Luzern";">>Other public forest";0;0;0
"1994";"Alps";"Uri";"Type of owners - total";1470;18788;12347
"1994";"Alps";"Uri";"Private forest";1444;1572;1572
"1994";"Alps";"Uri";"Public forest";26;17216;10775
"1994";"Alps";"Uri";">>Federal forest";1;165;144
"1994";"Alps";"Uri";">>Cantonal forest";1;241;210
"1994";"Alps";"Uri";">>Municipality forest";0;0;0
"1994";"Alps";"Uri";">>Bourgeois forest";23;15797;10313
"1994";"Alps";"Uri";">>Other public forest";1;1013;108
"1994";"Alps";"Schwyz";"Type of owners - total";1044;7431;6785
"1994";"Alps";"Schwyz";"Private forest";1026;1481;1481
"1994";"Alps";"Schwyz";"Public forest";18;5950;5304
"1994";"Alps";"Schwyz";">>Federal forest";1;504;456
"1994";"Alps";"Schwyz";">>Cantonal forest";0;0;0
"1994";"Alps";"Schwyz";">>Municipality forest";0;0;0
"1994";"Alps";"Schwyz";">>Bourgeois forest";1;10;10
"1994";"Alps";"Schwyz";">>Other public forest";16;5436;4838
"1994";"Alps";"Obwalden";"Type of owners - total";232;1611;1264
"1994";"Alps";"Obwalden";"Private forest";230;359;359
"1994";"Alps";"Obwalden";"Public forest";2;1252;905
"1994";"Alps";"Obwalden";">>Federal forest";0;0;0
"1994";"Alps";"Obwalden";">>Cantonal forest";0;0;0
"1994";"Alps";"Obwalden";">>Municipality forest";0;0;0
"1994";"Alps";"Obwalden";">>Bourgeois forest";1;699;450
"1994";"Alps";"Obwalden";">>Other public forest";1;553;455
"1994";"Alps";"Nidwalden";"Type of owners - total";0;0;0
"1994";"Alps";"Nidwalden";"Private forest";0;0;0
"1994";"Alps";"Nidwalden";"Public forest";0;0;0
"1994";"Alps";"Nidwalden";">>Federal forest";0;0;0
"1994";"Alps";"Nidwalden";">>Cantonal forest";0;0;0
"1994";"Alps";"Nidwalden";">>Municipality forest";0;0;0
"1994";"Alps";"Nidwalden";">>Bourgeois forest";0;0;0
"1994";"Alps";"Nidwalden";">>Other public forest";0;0;0
"1994";"Alps";"Glarus";"Type of owners - total";1492;18541;15630
"1994";"Alps";"Glarus";"Private forest";1454;1522;1522
"1994";"Alps";"Glarus";"Public forest";38;17019;14108
"1994";"Alps";"Glarus";">>Federal forest";1;139;101
"1994";"Alps";"Glarus";">>Cantonal forest";1;55;49
"1994";"Alps";"Glarus";">>Municipality forest";1;46;44
"1994";"Alps";"Glarus";">>Bourgeois forest";31;16552;13693
"1994";"Alps";"Glarus";">>Other public forest";4;227;221
"1994";"Alps";"Zug";"Type of owners - total";0;0;0
"1994";"Alps";"Zug";"Private forest";0;0;0
"1994";"Alps";"Zug";"Public forest";0;0;0
"1994";"Alps";"Zug";">>Federal forest";0;0;0
"1994";"Alps";"Zug";">>Cantonal forest";0;0;0
"1994";"Alps";"Zug";">>Municipality forest";0;0;0
"1994";"Alps";"Zug";">>Bourgeois forest";0;0;0
"1994";"Alps";"Zug";">>Other public forest";0;0;0
"1994";"Alps";"Fribourg / Freiburg";"Type of owners - total";0;0;0
"1994";"Alps";"Fribourg / Freiburg";"Private forest";0;0;0
"1994";"Alps";"Fribourg / Freiburg";"Public forest";0;0;0
"1994";"Alps";"Fribourg / Freiburg";">>Federal forest";0;0;0
"1994";"Alps";"Fribourg / Freiburg";">>Cantonal forest";0;0;0
"1994";"Alps";"Fribourg / Freiburg";">>Municipality forest";0;0;0
"1994";"Alps";"Fribourg / Freiburg";">>Bourgeois forest";0;0;0
"1994";"Alps";"Fribourg / Freiburg";">>Other public forest";0;0;0
"1994";"Alps";"Solothurn";"Type of owners - total";0;0;0
"1994";"Alps";"Solothurn";"Private forest";0;0;0
"1994";"Alps";"Solothurn";"Public forest";0;0;0
"1994";"Alps";"Solothurn";">>Federal forest";0;0;0
"1994";"Alps";"Solothurn";">>Cantonal forest";0;0;0
"1994";"Alps";"Solothurn";">>Municipality forest";0;0;0
"1994";"Alps";"Solothurn";">>Bourgeois forest";0;0;0
"1994";"Alps";"Solothurn";">>Other public forest";0;0;0
"1994";"Alps";"Basel-Stadt";"Type of owners - total";0;0;0
"1994";"Alps";"Basel-Stadt";"Private forest";0;0;0
"1994";"Alps";"Basel-Stadt";"Public forest";0;0;0
"1994";"Alps";"Basel-Stadt";">>Federal forest";0;0;0
"1994";"Alps";"Basel-Stadt";">>Cantonal forest";0;0;0
"1994";"Alps";"Basel-Stadt";">>Municipality forest";0;0;0
"1994";"Alps";"Basel-Stadt";">>Bourgeois forest";0;0;0
"1994";"Alps";"Basel-Stadt";">>Other public forest";0;0;0
"1994";"Alps";"Basel-Landschaft";"Type of owners - total";0;0;0
"1994";"Alps";"Basel-Landschaft";"Private forest";0;0;0
"1994";"Alps";"Basel-Landschaft";"Public forest";0;0;0
"1994";"Alps";"Basel-Landschaft";">>Federal forest";0;0;0
"1994";"Alps";"Basel-Landschaft";">>Cantonal forest";0;0;0
"1994";"Alps";"Basel-Landschaft";">>Municipality forest";0;0;0
"1994";"Alps";"Basel-Landschaft";">>Bourgeois forest";0;0;0
"1994";"Alps";"Basel-Landschaft";">>Other public forest";0;0;0
"1994";"Alps";"Schaffhausen";"Type of owners - total";0;0;0
"1994";"Alps";"Schaffhausen";"Private forest";0;0;0
"1994";"Alps";"Schaffhausen";"Public forest";0;0;0
"1994";"Alps";"Schaffhausen";">>Federal forest";0;0;0
"1994";"Alps";"Schaffhausen";">>Cantonal forest";0;0;0
"1994";"Alps";"Schaffhausen";">>Municipality forest";0;0;0
"1994";"Alps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1994";"Alps";"Schaffhausen";">>Other public forest";0;0;0
"1994";"Alps";"Appenzell Ausserrhoden";"Type of owners - total";0;0;0
"1994";"Alps";"Appenzell Ausserrhoden";"Private forest";0;0;0
